id,owner,deal_stage,updated_at,created_at,age_in_days,deferred_reason,not_interested_reasons,no_requirement_reasons,next_reach_out_date,comments,source_of_the_deal,head_office_city,country,number_of_outlets
2004934213,SS,Won,02/03/2021 18:49,01/04/2021 19:53,3,,,,,,Support @ UrbanPiper,Delhi NCR,India,1
2004947987,DS,In Negotiation,03-16-2021 20:24:00,1-13-2021 21:04:00,66,,,,,,Referral,Bangalore,India,4
2004958017,DS,Deal Deferred,02-25-2021 16:22:00,1-20-2021 21:47:00,59,No Response,,,44547,needs aggregator integration,Chat,Chennai,India,3
2005006696,DS,Deal Deferred,02/12/2021 13:39,02/12/2021 13:27,36,No Requirement,,Just Starting Up,44293,not interested right now as just lauched 1 single outlet. will connect back later if there is a requirement,Cold call/email,Mumbai,India,1
2005027544,SG,In Negotiation,02/26/21 10:00,2-19-2021 11:01:00,29,,,,,,Phone,Bangalore,India,24
2005036245,AR,Contact made,03/16/21 18:51,2-24-2021 22:21:00,24,,,,,,Web Form,Bangalore,India,1
2005047119,DS,Deal Deferred,03/04/2021 16:55,03/03/2021 17:28,17,No Requirement,,Not Listed on Aggregators,44259,not listed on aggregators for delivery. they are into a premium sector only. will pass on my details to his friends incase there is a fit,Cold call/email,Kolkata,India,18
2005069771,DS,Demo Done,03/18/21 19:28,03/17/21 13:26,3,,,,,,Referral,Bhubaneswar,India,1
2005069897,AR,Demo Done,03-19-2021 12:43:00,03-17-2021 15:32:00,3,,,,,,Phone,Bangalore,India,5
2001640766,DJ,Won,12/03/2018 21:57,01/03/2018 16:57,18,,,,,,POS Partners,Bangalore,India,1
2001648998,DS,New,03/15/21 21:24,01/06/2018 23:02,1169,,,,,,Cold call/email,Mumbai,India,10
2001653792,JM,Lost,12/01/2020 16:15,01/08/2018 20:37,884,,,,,,POS Partners,Chennai,India,20
2001655644,PN,Lost,01/30/21 11:43,01/09/2018 17:00,1014,,,,,,Drip campaign,Bangalore,India,2
2001655964,DJ,Lost,12/03/2018 21:57,01/09/2018 18:28,162,,,,,,Cold call/email,Mumbai,India,1
2001672469,SS,Won,10/09/2020 13:15,01/15/18 18:01,520,,,,,,Chat,Delhi NCR,India,6
2001732876,DJ,Won,12/03/2018 21:57,01/25/18 15:11,89,,,,,,Referral,Mumbai,India,1
2001747785,DJ,Lost,12/03/2018 21:57,01/30/18 12:22,205,,,,,,Cold call/email,Pune,India,5
2001749162,DJ,Lost,12/03/2018 21:57,01/30/18 18:22,22,,,,,,Web Form,Hyderabad,India,1
2001798395,SS,Contact made,3-15-2021 20:42:00,02/08/2018 15:35,1136,,,,,,POS Partners,Bangalore,India,4
2001798816,DJ,Lost,12/03/2018 21:57,02/08/2018 18:09,70,,,,,,Web Form,Kolkata,India,1
2001885608,DJ,Deal Deferred,02-14-2020 12:04:00,03/07/2018 19:22,1109,,,,,,Web Form,Others,India,3
2001906542,KS,Won,09/14/20 10:20,03-13-2018 18:33:00,175,,,,,,Web Form,Bangalore,India,1
2002062766,SS,Deal Deferred,01/14/21 6:23,04/11/2018 14:41,1074,,,,,,Drip campaign,Delhi NCR,India,1
2002119522,JM,Deal Deferred,07/01/2020 11:44,04-18-2018 22:37:00,1067,,,,,,,Others,India,4
2002120480,JM,Deferred,10/21/20 1:27,04-19-2018 8:12:00,1066,,,,,,Cold call/email,Delhi NCR,India,8
2002121993,JM,Deferred,09/09/2020 16:42,04-19-2018 19:20:00,1066,,,,,,Cold call/email,Vadodara,India,3
2002151696,JM,Contact Made,08/11/2020 11:17,04/27/18 11:13,1058,,,,,,Cold call/email,Delhi NCR,India,3
2002151701,JM,Contact Made,08/11/2020 17:52,04-27-2018 11:21:00,1058,,,,,,Cold call/email,Delhi NCR,India,1
2002159882,JM,Deferred,09/09/2020 16:42,05/01/2018 18:23,1054,,,,,,Cold call/email,Pune,India,9
2002324381,DJ,Lost,02/14/20 12:04,06-22-2018 11:39:00,314,,,,,,POS Partners,Chennai,India,4
2002325566,KS,Won,09/14/20 15:47,06/22/18 19:46,328,,,,,,POS Partners,Mumbai,India,2
2002334160,KS,Won,09-14-2020 15:47:00,06/27/18 16:33,0,,,,,,Cold call/email,Bangalore,India,4
2002338011,JM,Lost,03/11/2020 13:42,06-29-2018 12:59:00,203,,,,,,,Delhi NCR,India,3
2002338223,KS,Lost,09/14/20 15:47,06-29-2018 14:23:00,124,,,,,,Cold call/email,Pune,India,4
2002338538,MJ,Deal Deferred,10/25/20 12:53,06-29-2018 17:17:00,995,,,,,,,Bangalore,India,4
2002341527,DJ,Deal Deferred,02-14-2020 12:04:00,07/02/2018 11:54,992,,,,,,Web Form,Delhi NCR,India,5
2002344727,DJ,Deal Deferred,01-14-2021 6:23:00,07/03/2018 18:42,991,,,,,,,Delhi NCR,India,3
2002346840,JM,Won,09-21-2020 18:51:00,07/04/2018 16:56,8,,,,,,POS Partners,Chennai,India,11
2002349957,DS,Deal Deferred,1-14-2021 6:24:00,07/05/2018 19:05,989,,,,,,Cold call/email,Mumbai,India,10
2002351947,DJ,Deal Deferred,02/14/20 12:04,07/06/2018 11:30,988,,,,,,,Delhi NCR,India,2
2002360791,KS,Won,09-14-2020 15:47:00,07/09/2018 13:19,1,,,,,,Web Form,Bangalore,India,20
2002371832,KS,Won,09/14/20 15:47,07/10/2018 13:45,-14,,,,,,Web Form,Others,India,1
2002382276,JM,Lost,03/11/2020 13:42,07-13-2018 15:34:00,242,,,,,,,Bangalore,India,3
2002404455,DJ,Won,02-13-2020 21:01:00,07/23/18 17:36,0,,,,,,,Delhi NCR,India,1
2002452666,KS,Deal Deferred,01-14-2021 6:24:00,08/07/2018 11:52,956,,,,,,Cold call/email,Chennai,India,2
2002506702,DJ,Won,02-13-2020 21:01:00,08-28-2018 13:14:00,0,,,,,,,Lucknow,India,2
2002514618,KS,Deal Deferred,1-14-2021 6:24:00,08-31-2018 12:56:00,932,,,,,,Web Form,Bangalore,India,1
2002525916,KS,Won,9-14-2020 15:54:00,09/03/2018 18:48,50,,,,,,POS Partners,Delhi NCR,India,7
2002531607,AS,POS Deferred our Integration,01-27-2021 19:12:00,09/05/2018 16:12,927,,,,,,Cold call/email,Others,India,1
2002532004,KS,Deal Deferred,01-14-2021 6:24:00,09/05/2018 18:34,927,,,,,,Web Form,Delhi NCR,India,1
2002537477,JM,Won,03/11/2020 13:42,09/07/2018 15:50,174,,,,,,Cold call/email,Mumbai,India,1
2002540302,KS,Lost,09-14-2020 15:54:00,09/10/2018 12:01,219,,,,,,Web Form,Mumbai,India,3
2002560740,MPS,Deal Deferred,01-28-2021 16:11:00,09/19/18 18:11,913,,,,,,Cold call/email,Hyderabad,India,1
2002562836,SS,Won,10/09/2020 13:27,09/20/18 13:06,533,,,,,,POS Partners,Delhi NCR,India,7
2002563456,DJ,Lost,12/03/2018 21:58,09/20/18 16:30,20,,,,,,Referral,Bangalore,India,1
2002566686,JM,Lost,09-21-2020 18:45:00,09/21/18 17:09,444,,,,,,Chat,Hyderabad,India,4
2002577456,JM,Dormant Dev Complete Partners,07/02/2020 19:47,09/26/18 16:18,906,,,,,,Cold call/email,Hyderabad,India,1
2002591433,JM,Deal Deferred,07/03/2020 17:59,09-28-2018 17:38:00,904,,,,,,Web Form,Others,India,1
2002619641,DJ,Deal Deferred,02/14/20 12:05,10/04/2018 14:17,898,,,,,,,Others,India,1
2002619956,KS,Deal Deferred,01-14-2021 6:24:00,10/04/2018 16:37,898,,,,,,POS Partners,Mumbai,India,1
2002622698,KS,Deal Deferred,01/14/21 6:24,10/05/2018 15:26,897,,,,,,Cold call/email,Bangalore,India,1
2002623071,JM,Deferred,09/09/2020 16:42,10/05/2018 17:46,897,,,,,,Chat,Ahmedabad,India,1
2002629954,JM,Deal Deferred,07/23/20 19:09,10/09/2018 12:19,893,,,,,,POS Partners,Delhi NCR,India,1
2002658984,MPS,Deal Deferred,07/07/2020 13:55,10-15-2018 17:20:00,887,,,,,,Chat,Chennai,India,1
2002661050,KS,Lost,09-14-2020 15:59:00,10-16-2018 12:47:00,210,,,,,,Cold call/email,Delhi NCR,India,20
2002728880,AIB,Lost,09/10/2020 11:48,10-24-2018 13:09:00,49,,,,,,Chat,Bangalore,India,5
2002731278,AS,Signed up for integration,02/09/2021 19:21,10-25-2018 16:29:00,877,,,,,,Cold call/email,Pune,India,1
2002731328,JM,Lost,03/11/2020 13:42,10-25-2018 16:54:00,181,,,,,,Cold call/email,Bangalore,India,1
2002732947,MJ,Deal Deferred,01-30-2021 15:10:00,10/26/18 11:52,876,No Response,,,44225,"no response over calls, email or whatsapp",Chat,Others,India,1
2002732962,MPS,Deal Deferred,06/08/2020 13:44,10/26/18 12:04,876,,,,,,Web Form,Jaipur,India,1
2002736561,JM,Deal Deferred,07/03/2020 17:59,10/29/18 13:44,873,,,,,,Web Form,Others,India,1
2002757996,SS,Lost,02/16/21 18:40,11/09/2018 11:59,830,,,,,,Cold call/email,Delhi NCR,India,40
2002758479,JM,Deal Deferred,03/11/2020 13:42,11/09/2018 17:04,862,,,,,,Cold call/email,Bangalore,India,1
2002758588,DJ,Lost,02-14-2020 12:05:00,11/09/2018 18:25,12,,,,,,Cold call/email,Bangalore,India,1
2002758886,JM,Deal Deferred,07/03/2020 17:59,11/09/2018 21:45,862,,,,,,Chat,Bangalore,India,1
2002761814,DJ,Deal Deferred,02/14/20 12:05,11/12/2018 15:58,859,,,,,,Web Form,Bangalore,India,1
2002764235,DJ,Deal Deferred,02/14/20 12:05,11-13-2018 13:33:00,858,,,,,,Cold call/email,Bangalore,India,1
2002785527,DJ,Deal Deferred,02-14-2020 12:05:00,11-26-2018 12:11:00,845,,,,,,Web Form,Bangalore,India,1
2002785625,JM,Lost,03/11/2020 13:42,11-26-2018 12:48:00,154,,,,,,POS Partners,Hyderabad,India,1
2002798617,DJ,Won,12/03/2018 12:25,12/03/2018 12:08,0,,,,,,Referral,Delhi NCR,India,1
2002807402,KS,Deal Deferred,01/14/21 6:25,12/06/2018 16:38,835,,,,,,Web Form,Bangalore,India,1
2002810043,KS,Deal Deferred,01/14/21 6:25,12/07/2018 12:38,834,,,,,,Web Form,Bangalore,India,1
2002826503,AIB,Won,09/10/2020 11:48,12/11/2018 12:08,237,,,,,,POS Partners,Bangalore,India,20
2002826535,MPS,Deal Deferred,03/08/2021 15:44,12/11/2018 12:45,830,,,,,,Chat,Pune,India,1
2002863824,DJ,Lost,02-14-2020 12:05:00,01/07/2019 12:55,161,,,,,,Web Form,Chennai,India,1
2002866727,MPS,Deal Deferred,06/08/2020 13:44,01/08/2019 15:46,802,,,,,,Chat,Lucknow,India,1
2002871964,MPS,Deal Deferred,06/08/2020 13:44,01/10/2019 16:07,800,,,,,,Web Form,Bangalore,India,1
2002878382,SS,Deferred,02-17-2021 11:57:00,1-14-2019 12:32:00,796,,,,,,Chat,Bangalore,India,1
2002878501,MPS,Deal Deferred,07/07/2020 13:55,1-14-2019 13:20:00,796,,,,,,Chat,Bangalore,India,1
2002895716,DJ,Lost,02/14/20 12:05,1-21-2019 16:40:00,1,,,,,,Chat,Chennai,India,2
2002895937,PN,Deal Deferred,01-30-2021 11:45:00,1-21-2019 18:29:00,789,,,,,,Chat,Others,India,16
2002900601,DJ,Deal Deferred,02-14-2020 12:05:00,1-22-2019 13:54:00,788,,,,,,Cold call/email,Chennai,India,4
2002908160,AIB,Lost,09/10/2020 11:48,1-24-2019 19:56:00,13,,,,,,Chat,Bangalore,India,1
2002934097,JM,Deal Deferred,07/03/2020 18:06,01/29/19 19:36,781,,,,,,Chat,Bangalore,India,1
2002942232,JM,Deal Deferred,07/03/2020 18:06,01/31/19 16:40,779,,,,,,Web Form,Mumbai,India,1
2002954376,KS,Lost,09-14-2020 16:38:00,02/04/2019 19:36,35,,,,,,Web Form,Bangalore,India,1
2002960134,MJ,Won,10-15-2020 19:42:00,02/06/2019 16:10,617,,,,,,POS Partners,Mumbai,India,100
2002962943,JM,Won,03/11/2020 13:42,02/07/2019 11:20,11,,,,,,Web Form,Hyderabad,India,1
2003042223,DJ,Deal Deferred,02-14-2020 12:05:00,02-14-2019 18:32:00,765,,,,,,Web Form,Bangalore,India,3
2003054150,DJ,Lost,02-14-2020 12:05:00,02-15-2019 15:25:00,168,,,,,,Web Form,Delhi NCR,India,1
2003083471,KS,Lost,09-14-2020 16:41:00,02/20/19 19:30,20,,,,,,Web Form,Bangalore,India,1
2003129265,KS,Won,09-14-2020 16:41:00,03/04/2019 11:43,-3,,,,,,Web Form,Chandigarh,India,1
2003157032,AIB,Won,08-19-2020 19:27:00,03/08/2019 15:08,530,,,,,,POS Partners,Bangalore,India,12
2003171869,KS,Won,09/14/20 16:41,03/14/19 12:24,-1,,,,,,Web Form,Others,India,12
2003174926,KS,Lost,09/14/20 16:41,03/15/19 17:10,0,,,,,,Web Form,Bangalore,India,1
2003195588,DJ,Lost,02-14-2020 12:05:00,03-25-2019 12:41:00,0,,,,,,Web Form,Others,India,1
2003213952,KS,Won,09-14-2020 16:48:00,04/02/2019 17:31,9,,,,,,Web Form,Bangalore,India,1
2003231309,KS,Lost,09-14-2020 16:49:00,04/10/2019 18:47,5,,,,,,Web Form,Bangalore,India,1
2003281457,KS,Lost,09/14/20 16:48,05/04/2019 11:39,9,,,,,,Web Form,Bangalore,India,1
2003294105,KS,Won,09-14-2020 16:48:00,05/10/2019 15:35,47,,,,,,Web Form,Bangalore,India,18
2003295550,SS,Won,09/06/2020 20:23,05/11/2019 11:54,3,,,,,,Referral,Delhi NCR,India,1
2003295616,SS,Won,09/06/2020 20:24,05/11/2019 13:33,102,,,,,,Referral,Delhi NCR,India,1
2003301594,DJ,Deal Deferred,02-14-2020 12:05:00,05-14-2019 18:45:00,676,,,,,,Web Form,Bangalore,India,1
2003316971,AIB,Won,08-28-2020 19:24:00,05-20-2019 16:47:00,409,,,,,,Cold call/email,Bangalore,India,21
2003328733,DS,Deal Deferred,01/07/2021 18:42,05/23/19 16:17,667,,,,,,POS Partners,Jaipur,India,6
2003341777,SS,Won,09/06/2020 20:29,05/28/19 18:33,3,,,,,,POS Partners,Delhi NCR,India,1
2003345655,AR,Deal Deferred,03/09/2021 10:49,05-29-2019 14:25:00,661,Happy Using Competitor,,,44419,Happy with PetPooja hence is not interested for the next 2 years,Cold call/email,Bangalore,India,57
2003349682,SS,Deal Deferred,01-14-2021 6:25:00,05-30-2019 22:32:00,660,,,,,,Web Form,Delhi NCR,India,1
2003361414,JM,Deal Deferred,07/03/2020 18:06,06/04/2019 16:45,655,,,,,,Web Form,Delhi NCR,India,1
2003361436,AIB,Won,09/10/2020 11:49,06/04/2019 16:58,51,,,,,,Chat,Delhi NCR,India,16
2003389733,SS,Won,09/06/2020 20:32,06-14-2019 14:03:00,-1,,,,,,Web Form,Delhi NCR,India,12
2003397816,MJ,Deal Deferred,12/10/2020 23:29,06-18-2019 16:54:00,641,,,,,,Cold call/email,Pune,India,3
2003400377,KS,Won,09-14-2020 16:54:00,06-19-2019 13:05:00,14,,,,,,Phone,,India,25
2003406822,PN,Deal Deferred,01-30-2021 11:45:00,06-21-2019 18:11:00,638,,,,,,Web Form,Delhi NCR,India,2
2003410424,AR,Deal Deferred,03-19-2021 14:58:00,06-24-2019 13:20:00,635,Not Interested,,,,,Cold call/email,Bangalore,India,15
2003411030,KS,Won,09-14-2020 16:54:00,06-24-2019 15:49:00,0,,,,,,Cold call/email,Chennai,India,1
2003454380,AIB,New,02/03/2021 15:25,07/10/2019 14:05,619,,,,,,Phone,Mumbai,India,6
2003485353,SS,Contact Made,02/09/2021 12:54,07/18/19 14:20,611,,,,,,Cold call/email,Hyderabad,India,9
2003570795,PN,Deal Deferred,01-30-2021 11:45:00,08/14/19 14:33,584,,,,,,Cold call/email,Mumbai,India,53
2003618942,SS,Won,10/09/2020 13:18,08/29/19 19:22,114,,,,,,Web Form,Delhi NCR,India,1
2003645391,MJ,Deal Deferred,01-28-2021 23:33:00,09/06/2019 16:36,561,,,,,,Chat,Others,India,1
2003687663,SS,Deferred,01/06/2021 16:15,09-19-2019 18:44:00,548,,,,,,Cold call/email,Bangalore,India,13
2003702097,SS,Won,06/11/2020 18:04,09-25-2019 17:26:00,5,,,,,,Referral,Pune,India,2
2003711724,MJ,Deal Deferred,11/27/20 8:57,09-30-2019 17:24:00,537,,,,,,Cold call/email,Chandigarh,India,1
2003711851,SS,Deferred,1-27-2021 14:26:00,09/30/19 18:04,537,No Response,,,44293,No response tried multiple times,Cold call/email,Bangalore,India,5
2003723867,MJ,Won,10/09/2020 09:28,10/01/2019 17:04,350,,,,,,Cold call/email,Bangalore,India,32
2003728452,AR,Lost,03/10/2021 12:26,10/03/2019 14:32,524,,,,,,Cold call/email,Bangalore,India,11
2003739272,MJ,Deal Deferred,11/10/2020 18:15,10/09/2019 13:57,528,,,,,,Web Form,Delhi NCR,India,1
2003739817,PN,Contact made,03/18/21 18:39,10/09/2019 19:17,528,,,,,,Cold call/email,Bangalore,India,3
2003746001,PN,Lost,1-30-2021 11:43:00,10/11/2019 18:39,372,,,,,,Cold call/email,Mumbai,India,11
2003748870,PN,Deal Deferred,01/30/21 11:45,10-14-2019 13:48:00,523,,,,,,Cold call/email,Bhubaneswar,India,4
2003752600,SS,Lost,11/17/20 13:34,10-15-2019 18:26:00,399,,,,,,Cold call/email,Bangalore,India,12
2003752622,PN,Contact made,03-19-2021 12:14:00,10-15-2019 18:35:00,522,,,,,,Cold call/email,Bangalore,India,14
2003768364,SS,Deal Deferred,12-15-2020 12:46:00,10-21-2019 17:58:00,516,,,,,,Cold call/email,Pune,India,7
2003768836,MJ,Deal Deferred,10/09/2020 09:29,10-21-2019 18:25:00,516,,,,,,Cold call/email,Jaipur,India,6
2003775305,PN,Deal Deferred,03/01/2021 17:32,10-23-2019 18:28:00,514,No Response,,,,,Cold call/email,Ahmedabad,India,14
2003779183,JM,Contact Made,08/14/20 14:36,10-24-2019 17:07:00,513,,,,,,Cold call/email,Pune,India,4
2003789646,DS,Contact made,03/19/21 17:02,10-28-2019 16:53:00,509,,,,,,Cold call/email,Kolkata,India,3
2003790183,JM,Deal Deferred,07/01/2020 11:45,10-28-2019 18:25:00,509,,,,,,Cold call/email,Delhi NCR,India,2
2003790184,MJ,Deal Deferred,10/26/20 14:13,10/28/19 18:26,509,,,,,,Cold call/email,Delhi NCR,India,4
2003790195,MJ,Deal Deferred,10-22-2020 23:37:00,10/28/19 18:29,509,,,,,,Cold call/email,Delhi NCR,India,4
2003793071,PN,Contact made,01/28/21 15:35,10/29/19 13:25,508,,,,,,Cold call/email,Lucknow,India,4
2003793410,JM,Deferred,09/25/20 18:00,10/29/19 15:24,508,,,,,,Cold call/email,Lucknow,India,3
2003809493,JM,Lost,08/28/20 19:25,11/04/2019 12:43,129,,,,,,Chat,Vishakhapatnam,India,1
2003826369,PN,Deal Deferred,01-30-2021 11:46:00,11/11/2019 17:10,495,,,,,,Cold call/email,Pune,India,19
2003826612,DJ,Won,2-14-2020 12:06:00,11/11/2019 18:53,14,,,,,,Referral,Bangalore,India,9
2003849487,JM,Deal Deferred,07/01/2020 11:54,11-19-2019 18:52:00,487,,,,,,POS Partners,Delhi NCR,India,4
2003857602,PN,Deal Deferred,01-30-2021 11:46:00,11-22-2019 16:06:00,484,,,,,,POS Partners,Bangalore,India,10
2003857633,SS,Lost,10/07/2020 13:11,11-22-2019 16:29:00,264,,,,,,Cold call/email,Bangalore,India,21
2003866582,JM,Contact Made,08/11/2020 12:51,11-27-2019 13:08:00,479,,,,,,Cold call/email,Delhi NCR,India,5
2003867044,MJ,Deal Deferred,01-17-2021 23:25:00,11-27-2019 16:47:00,479,Opted For Competitor,,,44211,I introduced this to mentor and tmbill but she opted for petpooja,Cold call/email,Mumbai,India,1
2003867097,MJ,Deal Deferred,10/25/20 18:12,11-27-2019 17:20:00,479,,,,,,Cold call/email,Nashik,India,7
2003868721,PN,Contact made,01-28-2021 15:36:00,11-28-2019 11:52:00,478,,,,,,Cold call/email,Delhi NCR,India,8
2003869221,PN,Won,02-24-2021 17:45:00,11-28-2019 17:21:00,412,,,,,,Cold call/email,Pune,India,31
2003875789,MJ,Deal Deferred,02/25/21 21:34,12/01/2019 17:18,475,No Response,,,44252,"no response over calls, email or whatsapp",Cold call/email,Nagpur,India,4
2003875796,MJ,Deal Deferred,11/02/2020 22:11,12/01/2019 17:44,475,,,,,,Cold call/email,Ahmedabad,India,4
2003876248,MJ,Deal Deferred,02/04/2021 23:23,12/02/2019 12:54,474,,,,,,Cold call/email,Delhi NCR,India,11
2003879646,MJ,Deal Deferred,02-22-2021 20:29:00,12/03/2019 13:03,473,No Response,,,44308,not responding at all,Cold call/email,Kota,India,5
2003879668,DJ,Contact made,10-22-2020 23:36:00,12/03/2019 13:28,473,,,,,,Cold call/email,Bangalore,India,1
2003880016,MJ,Lost,10/07/2020 17:52,12/03/2019 17:15,8,,,,,,Cold call/email,Delhi NCR,India,8
2003880035,JM,Lost,12/01/2020 16:15,12/03/2019 17:24,72,,,,,,Cold call/email,Mumbai,India,5
2003882060,AR,Proposal Sent,03/16/21 18:49,12/04/2019 11:47,472,,,,,,Cold call/email,Hyderabad,India,2
2003882315,AIB,Won,09/10/2020 11:49,12/04/2019 15:39,0,,,,,,POS Partners,Bangalore,India,1
2003883093,MJ,Deal Deferred,10/09/2020 09:31,12/04/2019 21:53,472,,,,,,Cold call/email,Delhi NCR,India,4
2003949774,MJ,Won,10/09/2020 09:31,12/09/2019 13:03,266,,,,,,Web Form,Kolkata,India,1
2003950104,MJ,Deal Deferred,10-22-2020 23:36:00,12/09/2019 16:26,467,,,,,,Cold call/email,Delhi NCR,India,3
2003950169,MJ,Deal Deferred,10/09/2020 09:31,12/09/2019 16:53,467,,,,,,Cold call/email,Delhi NCR,India,6
2003952971,PN,Contact made,01-28-2021 15:36:00,12/10/2019 17:17,466,,,,,,Cold call/email,Delhi NCR,India,5
2003955871,PN,Deal Deferred,02/15/21 13:25,12/11/2019 18:32,465,No Requirement,,Not Listed on Aggregators,,,Cold call/email,Madurai,India,70
2003958045,JM,Deal Deferred,07/01/2020 11:54,12/12/2019 18:41,464,,,,,,Cold call/email,Ahmedabad,India,12
2003960173,JM,Deal Deferred,07/01/2020 11:45,12-13-2019 18:25:00,463,,,,,,Cold call/email,Mumbai,India,5
2003965442,JM,Contact Made,08/11/2020 14:16,12-17-2019 12:04:00,459,,,,,,Cold call/email,Nagpur,India,6
2003965480,JM,Deferred,09/09/2020 16:44,12-17-2019 13:03:00,459,,,,,,Cold call/email,Nagpur,India,5
2003965512,DS,Deal Deferred,11/23/20 20:46,12-17-2019 13:34:00,459,,,,,,Cold call/email,Nagpur,India,4
2003967499,SS,Deferred,12/15/20 12:54,12-18-2019 11:15:00,458,,,,,,Cold call/email,Vijayawada,India,4
2003967855,JM,Deal Deferred,8-28-2020 19:23:00,12-18-2019 14:55:00,458,,,,,,POS Partners,Bangalore,India,1
2003975280,JM,Contact Made,08/11/2020 13:28,12-23-2019 19:01:00,453,,,,,,Cold call/email,Vadodara,India,4
2003976800,JM,Deferred,09/18/20 19:16,12-24-2019 16:47:00,452,,,,,,Cold call/email,Bhopal,India,9
2003976848,JM,Deal Deferred,07/01/2020 11:54,12-24-2019 18:19:00,452,,,,,,Cold call/email,Mumbai,India,16
2003978100,SS,Deferred,01/11/2021 14:10,12-26-2019 12:22:00,450,,,,,,Cold call/email,Hyderabad,India,7
2003978194,JM,Deferred,9-21-2020 15:00:00,12-26-2019 15:21:00,450,,,,,,Cold call/email,Mumbai,India,5
2003979338,SS,Deferred,02/10/2021 12:02,12-27-2019 11:13:00,449,,,,,,Cold call/email,Bangalore,India,9
2003979589,MJ,Deal Deferred,11-25-2020 16:08:00,12-27-2019 13:41:00,449,,,,,,Cold call/email,Jaipur,India,3
2003979591,SS,Deferred,02/09/2021 12:53,12-27-2019 13:46:00,449,,,,,,Cold call/email,Bangalore,India,17
2003979670,PN,Deal Deferred,03/01/2021 12:23,12-27-2019 15:09:00,449,No Requirement,,Not Listed on Aggregators,,b2b module recently they come up with,Cold call/email,Hyderabad,India,8
2003979735,SS,Deferred,10/07/2020 13:20,12/27/19 16:14,449,,,,,,Cold call/email,Bangalore,India,8
2003979756,SS,Deferred,02-16-2021 12:27:00,12/27/19 16:35,449,,,,,,Cold call/email,Bangalore,India,7
2003982342,PN,Deal Deferred,01/30/21 11:46,12/30/19 15:06,446,,,,,,Cold call/email,Bangalore,India,6
2003982469,PN,Contact made,01/28/21 15:36,12/30/19 17:32,446,,,,,,Cold call/email,Chennai,India,5
2003982553,JHM,New,02/08/2021 17:08,12/30/19 18:48,446,,,,,,Cold call/email,Chennai,India,12
2003982578,PN,Contact made,01/28/21 15:36,12/30/19 19:09,446,,,,,,Cold call/email,Chennai,India,8
2003985098,DS,Deal Deferred,11-26-2020 20:41:00,12/31/19 14:43,445,,,,,,Cold call/email,Chennai,India,5
2003988489,DS,Deal Deferred,11/02/2020 15:59,01/02/2020 12:09,443,,,,,,Phone,Chennai,India,4
2003988502,JHM,New,02/08/2021 17:08,01/02/2020 12:36,443,,,,,,Cold call/email,Chennai,India,38
2003990815,JM,Deal Deferred,07/01/2020 11:54,01/03/2020 15:16,442,,,,,,Cold call/email,Madurai,India,4
2003990958,PN,Contact made,01/28/21 15:36,01/03/2020 16:46,442,,,,,,Cold call/email,Hyderabad,India,4
2003994468,MJ,Deal Deferred,11/04/2020 16:42,01/06/2020 18:33,439,,,,,,Cold call/email,Jaipur,India,4
2003994503,MJ,Deal Deferred,03/04/2021 22:36,01/06/2020 19:06,439,,,,,,Cold call/email,Lucknow,India,25
2004000628,SS,Won,06/11/2020 17:41,01/09/2020 13:36,7,,,,,,Referral,Bangalore,India,4
2004008625,AIB,Won,09/10/2020 18:19,01/10/2020 14:48,14,,,,,,POS Partners,Bangalore,India,3
2004032083,DJ,New,10-22-2020 23:39:00,01/21/20 11:14,424,,,,,,Cold call/email,Delhi NCR,India,1
2004035960,AIB,New,02/03/2021 15:25,01/22/20 17:36,423,,,,,,Chat,Kolkata,India,18
2004077029,JM,Contact made,07/03/2020 17:42,02/05/2020 18:47,409,,,,,,Cold call/email,,India,3
2004079649,SS,Lost,09/14/20 21:41,02/06/2020 19:42,19,,,,,,Food Aggregators,Lucknow,India,1
2004251248,DS,Deal Deferred,11/11/2020 17:38,03/09/2020 03:54,377,,,,,,Cold call/email,Ahmedabad,India,6
2004262207,DS,Won,10/07/2020 18:08,03/11/2020 18:41,2,,,,,,Phone,Bangalore,India,6
2004264214,JM,Won,03/24/20 17:49,03/12/2020 15:05,8,,,,,,Phone,Pune,India,1
2004264971,JM,Deal Deferred,07/01/2020 11:55,03/12/2020 21:52,373,,,,,,Aahar 2020,Raipur,India,3
2004268324,SS,Lost,9-15-2020 23:19:00,03/15/20 23:30,2,,,,,,Aahar 2020,Bangalore,India,1
2004268951,MJ,Deal Deferred,09/02/2020 18:01,03/16/20 15:50,369,,,,,,Aahar 2020,Delhi NCR,India,1
2004270262,JM,Deal Deferred,07/01/2020 11:55,03/16/20 20:35,369,,,,,,Web Form,Delhi NCR,India,4
2004281512,DJ,New,11/02/2020 22:12,03-17-2020 9:55:00,368,,,,,,Aahar 2020,Delhi NCR,India,1
2004281521,DJ,New,01/06/2021 21:46,03-17-2020 10:03:00,368,,,,,,Aahar 2020,Delhi NCR,India,1
2004282036,SS,Won,06/11/2020 17:52,03-17-2020 17:15:00,1,,,,,,Referral,Delhi NCR,India,1
2004292007,PN,Deal Deferred,01/30/21 11:46,03-24-2020 16:44:00,361,,,,,,Ola Database,Jaipur,India,5
2004378875,PN,Deal Deferred,02/09/2021 13:14,04-17-2020 8:31:00,337,,,,,,Ola Database,Chennai,India,15
